vet_name,specialty,rating,num_rating,sign_in_time
vet_ee02018f710a4a1e8b03f4887c601661,"bird, pet",2.0,6,2024-05-17 00:25:20.111
vet_ee04549449644641b414b1a3778850ca,"exotic, reptile, aquatic",4.9,145,2024-05-06 14:58:40.903
vet_ee43d3295bc0471089651ad2f16c29a1,"exotic, bird, cattle, reptile, pet, aquatic",4.2,31,2024-05-11 13:16:05.269
vet_ee531c65589d42a794358a895786d27a,"reptile, pet, cattle, exotic",2.1,107,2024-05-23 09:56:34.990
vet_ee8ae5347d674f71a803b8e133307209,cattle,2.1,78,2024-05-05 10:09:41.272
vet_eed7bf974a074e02959cd45ffc866728,"exotic, reptile",2.1,171,2024-05-27 09:13:46.565
vet_ef170caeea9c49249096b99c28e51253,pet,1.4,166,2024-05-08 10:51:21.328
vet_ef5662e0914b4c36a3fa320c2e7f6576,bird,1.9,150,2024-05-13 16:16:23.351
vet_ef94f005b7524facbe1aa35e4448c032,"cattle, exotic, bird, pet, aquatic",4.4,189,2024-06-20 19:58:11.329
vet_f08190361c764a5e9e8edd9c83e36216,"cattle, exotic, reptile, pet, aquatic, bird",1.3,174,2024-06-19 22:26:49.310
vet_f09629ec6ea94ca4bacd8ca2fa9a8afb,"cattle, exotic, aquatic, pet",4.7,134,2024-05-27 13:10:39.56
vet_f0b20c141af84c118f5faf444b717187,"bird, pet, aquatic, reptile, exotic, cattle",3.2,168,2024-06-08 10:54:25.103
vet_f0c79b2af1684ebcbfb6fa423e2f3d76,"reptile, pet, bird, aquatic, cattle",2.3,180,2024-05-28 19:13:16.289
vet_f0e01f59b65048bfb1ec657c1d46b217,"cattle, pet, aquatic, reptile, bird, exotic",1.2,168,2024-05-29 03:57:54.824
vet_f100e52f925646888f45b73c851c7847,"cattle, bird, pet",2.4,160,2024-06-10 20:01:50.489
vet_f183a6377a4f405c92bfe9fd3843526b,cattle,1.4,126,2024-06-20 13:53:34.951
vet_f1e24d24a9cf4bc3b33c94b7ece2ad25,"reptile, pet, aquatic, exotic, bird, cattle",1.9,135,2024-06-11 17:13:11.913
vet_f1fe092122bd4bda9f239734d402b52c,"pet, reptile, aquatic, cattle",1.8,131,2024-05-02 04:14:30.07
vet_f24688218c724607bda4daaf16ff3b06,aquatic,4.0,93,2024-06-17 11:19:07.101
vet_f2718e2c26d14a8fa6f5bcf68ad2960c,aquatic,1.1,163,2024-05-10 07:36:46.145
vet_f27c5047cd40404bbe6b7d3cd3352e9f,"pet, exotic, reptile, cattle, bird, aquatic",2.7,47,2024-05-23 22:38:53.220
vet_f2a064ce05854cd89be6214c7dd066db,"aquatic, bird, exotic, cattle, pet",2.7,109,2024-05-13 01:05:02.142
vet_f2f0dff5020b4aa0b6a3cb44ce6a9b70,exotic,1.2,94,2024-05-05 00:25:45.647
vet_f33e043e06224e5995dc57902eb45295,"reptile, pet, bird, exotic",2.8,57,2024-05-01 06:32:53.59
vet_f342e920211c41d4973d988509222528,reptile,4.5,93,2024-05-12 17:49:15.273
vet_f439c243329f49f7a871ebea3e058d92,"reptile, pet, aquatic, exotic",4.4,29,2024-06-06 16:44:49.252
vet_f44ec9dbe2dd42cfb3ec4c676504a562,"aquatic, cattle, reptile, exotic",1.4,144,2024-05-10 11:17:08.719
vet_f48fb415b033414d9812bbc3d223ad04,"reptile, cattle, pet, bird",3.1,25,2024-06-14 18:14:39.698
vet_f5218e3a3d354a74a5ba68b60bb8bd03,"exotic, reptile, cattle",4.3,36,2024-05-30 07:17:50.668
vet_f5613e3d7d6e45cd98f5f18f35cd7471,exotic,1.1,143,2024-05-26 16:02:37.474
vet_f5762b90393c47159c0f36cdde43d180,exotic,3.5,22,2024-05-08 22:10:37.101
vet_f59fc839eba648d4a733dd8a47617165,"reptile, cattle, pet, aquatic",1.6,74,2024-05-25 08:47:48.367
vet_f5e9b5d91e7842939256f2bc5385e6e7,"reptile, exotic, cattle, aquatic, pet",3.1,92,2024-06-10 09:35:22.281
vet_f5fdab8001e849a1b6460d4759b1f1f8,"aquatic, cattle, bird",1.4,147,2024-06-09 16:57:56.414
vet_f66ca7bb8a264383a1283ad03daf7d0e,"exotic, reptile, pet, bird",3.9,32,2024-06-17 14:00:15.509
vet_f6751a6c4dc34805bc839f04a1726776,"aquatic, cattle, exotic",4.4,84,2024-06-04 20:07:47.115
vet_f6932aedb42041b790856edce48554da,"reptile, exotic, pet, aquatic, cattle",2.7,185,2024-06-03 17:00:12.666
vet_f69d36b2470e43678bca0faad5a2d7cb,"exotic, bird, pet, cattle, aquatic, reptile",1.9,87,2024-05-23 21:22:30.568
vet_f706bc07913b4f3daf0e9333564a9fbc,reptile,4.3,128,2024-06-15 18:54:40.699
vet_f74a1b39992144ca98e4200bd03842fe,"bird, pet, aquatic, reptile",4.0,185,2024-05-26 23:45:50.488
vet_f751c3b1bae74377afebdb190a928079,"bird, pet, cattle, exotic",2.8,76,2024-05-01 09:10:12.105
vet_f759ad5e06e54ad394cb3b2c29f05014,"reptile, pet, bird, exotic, cattle, aquatic",3.1,135,2024-05-13 01:54:01.149
vet_f7a0b3fd42a74445b839958fff2930b9,pet,1.9,111,2024-05-08 18:35:00.122
vet_f7aae82d0a77414881cd85478708f0fb,"aquatic, cattle, exotic, bird",4.7,82,2024-06-06 17:22:59.68
vet_f81228f3f6b440ea9e7475552abf4d7b,"cattle, exotic",2.5,56,2024-05-20 01:02:29.564
vet_f812a91729994eb785832170c32f05c0,"reptile, pet, bird, cattle, aquatic, exotic",2.3,171,2024-06-20 18:56:49.945
vet_f86e92b12e39449d9bcd1897414b459e,bird,3.0,109,2024-05-29 03:58:49.929
vet_f875a988b5bf4011af8f6854e309ed16,"exotic, aquatic",1.7,68,2024-06-18 10:56:25.04
vet_f9079092e7a84395be0cf1a1b0d577a0,"cattle, pet, exotic, reptile, aquatic, bird",2.1,193,2024-06-13 23:09:01.196
vet_f93d8edcb95944f6ab4db70ba4a053d0,aquatic,4.5,120,2024-06-04 01:10:31.494
vet_f97110e9155e49c9b810ac5bc6381583,"cattle, exotic, aquatic, pet, reptile",4.9,46,2024-06-02 07:37:13.832
vet_f9a5949d34c04d4baa12a36e6c6f3102,"aquatic, cattle, exotic, bird, pet, reptile",4.5,157,2024-06-02 02:40:36.495
vet_fa67971ab8464a6dba81722493ab7840,"aquatic, reptile, pet, bird, exotic",1.7,90,2024-05-05 05:07:59.448
vet_fa842f9332574dcd81de8de70bdcbc71,aquatic,3.5,15,2024-05-16 04:05:54.811
vet_fb5882d09b654469a08074794c52587e,"pet, exotic",1.8,95,2024-05-21 06:38:16.152
vet_fb85e75e913b4819ac82c4ee9b109b53,"reptile, pet, aquatic, bird, cattle",3.3,159,2024-06-13 06:20:14.702
vet_fbe6dc38ed0a4296a7c0b4c96b8ecae9,"aquatic, exotic, cattle, pet",2.2,136,2024-05-29 08:25:48.262
vet_fc2971009e8d4250bc52f66d7f23dc87,"reptile, exotic, aquatic, pet, cattle",4.9,89,2024-05-22 14:47:50.145
vet_fc4ff34c6a104e7386af3f96760019af,pet,2.9,138,2024-05-04 10:03:32.787
vet_fcc20c06bb21420d8a1377fb5e79ba86,reptile,4.7,143,2024-05-21 16:04:45.581
vet_fd9757cad1bd4db5bfac39edb96c41d3,"exotic, reptile, pet",4.2,191,2024-05-17 13:38:57.318
vet_fddec62024a840b1ad7ded6e1e1a4377,"bird, pet, aquatic, cattle",2.7,89,2024-05-26 11:17:30.957
vet_ff15f61afff34e87ae0987d17af8a994,"bird, cattle, exotic, aquatic, pet, reptile",2.6,17,2024-05-19 16:24:06.857
vet_ff2634e9db714b579f42ff6b099ca622,reptile,2.9,23,2024-05-02 14:16:05.30
vet_ff69220c523842e082d47905f780d02e,"aquatic, pet",4.3,115,2024-05-28 05:29:31.125
vet_ff876461f4b64d388757cb09d88a10ca,"reptile, cattle, pet",1.7,139,2024-05-31 22:19:13.394
vet_ffaa9a0e35c647798b706bc846ec32bb,"bird, pet",1.7,103,2024-05-31 01:21:40.51
